15:20:15;18,577;18,915;-827,757;-827,757
15:20:35;18,568;18,856;-827,757;-827,757
15:20:55;18,695;18,856;-827,757;-827,757
15:21:15;18,754;18,889;-827,757;-827,757
15:21:35;18,695;18,856;-827,757;-827,757
15:21:55;18,695;18,889;-827,757;-827,757
15:22:15;18,695;18,856;-827,757;-827,757
15:22:35;18,729;18,949;-827,757;-827,757
15:22:55;18,72;18,915;-827,757;-827,757
15:23:15;18,72;18,974;-827,757;-827,757
15:23:35;18,864;19,067;-827,757;-827,757
15:23:55;18,872;19,101;-827,757;-827,757
15:24:15;18,872;19,067;-827,757;-827,757
15:24:35;18,898;19,067;-827,757;-827,757
15:24:55;18,872;19,186;-827,757;-827,757
15:25:15;18,872;19,093;-827,757;-827,757
15:25:35;18,872;19,033;-827,757;-827,757
15:25:55;18,838;19,067;-827,757;-827,757
15:26:15;18,838;19,186;-827,757;-827,757
15:26:35;18,788;18,999;-827,757;-827,757
15:26:55;18,838;19,093;-827,757;-827,757
15:27:15;18,898;19,126;-827,757;-827,757
15:27:35;18,872;19,126;-827,757;-827,757
15:27:55;18,931;19,093;-827,757;-827,757
15:28:15;18,838;18,999;-827,757;-827,757
15:28:36;18,72;19,126;-827,757;-827,757
15:28:56;18,779;19,152;-827,757;-827,757
15:29:16;18,813;19,093;-827,757;-827,757
15:29:36;18,898;19,211;-827,757;-827,757
15:29:56;18,838;19,101;-827,757;-827,757
15:30:16;18,872;19,126;-827,757;-827,757
15:30:36;18,931;19,093;-827,757;-827,757
15:30:56;18,957;19,126;-827,757;-827,757
15:31:16;18,923;19,067;-827,757;-827,757
15:31:36;18,957;19,126;-827,757;-827,757
15:31:56;19,016;19,177;-827,757;-827,757
15:32:16;18,957;19,152;-827,757;-827,757
15:32:36;18,991;19,126;-827,757;-827,757
15:32:56;18,898;19,152;-827,757;-827,757
15:33:16;18,957;19,126;-827,757;-827,757
15:33:36;18,813;19,177;-827,757;-827,757
15:33:56;18,931;19,126;-827,757;-827,757
15:34:16;18,957;19,177;-827,757;-827,757
15:34:36;18,898;19,186;-827,757;-827,757
15:34:56;18,991;19,093;-827,757;-827,757
15:35:16;18,957;19,126;-827,757;-827,757
15:35:36;18,965;19,126;-827,757;-827,757
15:35:56;18,991;19,126;-827,757;-827,757
15:36:16;18,957;19,126;-827,757;-827,757
15:36:36;19,016;19,126;-827,757;-827,757
15:36:56;18,957;19,126;-827,757;-827,757
15:37:16;18,991;19,304;-827,757;-827,757
15:37:36;19,016;19,448;-827,757;-827,757
15:37:56;18,991;19,27;-827,757;-827,757
15:38:16;19,05;19,211;-827,757;-827,757
15:38:36;18,991;19,296;-827,757;-827,757
15:38:56;19,05;19,304;-827,757;-827,757
15:39:16;19,109;19,304;-827,757;-827,757
15:39:36;19,016;19,389;-827,757;-827,757
15:39:56;18,931;19,304;-827,757;-827,757
15:40:16;18,898;19,389;-827,757;-827,757
15:40:36;18,872;19,329;-827,757;-827,757
15:40:56;18,898;19,363;-827,757;-827,757
15:41:16;18,898;19,423;-827,757;-827,757
15:41:36;18,838;19,448;-827,757;-827,757
15:41:56;18,813;19,397;-827,757;-827,757
15:42:16;18,898;19,423;-827,757;-827,757
15:42:36;19,016;19,304;-827,757;-827,757
15:42:56;18,898;19,211;-827,757;-827,757
15:43:16;18,838;19,152;-827,757;-827,757
15:43:36;18,872;19,126;-827,757;-827,757
15:43:56;18,957;19,152;-827,757;-827,757
15:44:16;18,872;19,27;-827,757;-827,757
15:44:36;18,957;19,27;-827,757;-827,757
15:44:56;19,016;19,296;-827,757;-827,757
15:45:17;19,05;19,338;-827,757;-827,757
15:45:37;18,931;19,186;-827,757;-827,757
15:45:57;18,898;19,177;-827,757;-827,757
15:46:17;18,898;19,118;-827,757;-827,757
15:46:37;18,898;19,152;-827,757;-827,757
15:46:57;18,931;19,126;-827,757;-827,757
15:47:17;18,872;19,152;-827,757;-827,757
15:47:37;18,931;19,126;-827,757;-827,757
15:47:57;18,872;19,126;-827,757;-827,757
15:48:17;18,957;19,186;-827,757;-827,757
